Course Code,SIS Student ID,Attendance,Count
CSC  1401 06   L in 05/003,148488,absent,1
CSC  1401 07   L in 05/003,156872,absent,1
CSC  1401 07   L in 05/003,158286,absent,1
CSC  1401 07 in 07/003,145847,late,1
CSC  1401 07 in 07/003,155131,absent,1
CSC  1401 07 in 07/003,157227,absent,1
CSC  1401 08   L in 05/003,104927,absent,1
CSC  1401 08   L in 05/003,141315,absent,1
CSC  1401 08   L in 05/003,145458,absent,1
CSC  1401 08   L in 05/003,153129,absent,1
CSC  1401 08   L in 05/003,158499,absent,1
CSC  1401 08 in 04/107,145256,absent,1
CSC  1401 08 in 04/107,149272,late,1
CSC  1401 08 in 04/107,149894,absent,1
CSC  1401 09 in 09/104,145425,absent,1
CSC  1401 09 in 09/104,145830,absent,1
CSC  1401 09 in 09/104,146279,late,1
CSC  1401 09 in 09/104,155791,late,1
CSC  1401 09 in 09/104,155863,late,1
CSC  1401 09 in 09/104,156849,late,1
CSC  1401 09 in 09/104,157029,absent,1
CSC  1401 10   L in 05/003,146367,late,1
CSC  1401 10   L in 05/003,149686,late,1
CSC  1401 10   L in 05/003,151771,absent,1
CSC  1401 10   L in 05/003,152130,absent,1
CSC  1401 11   L in 05/003,148679,absent,1
CSC  1401 11   L in 05/003,156627,absent,1
CSC  1402 01   L in 05/003,142345,absent,1
CSC  1402 01   L in 05/003,149228,absent,1
CSC  1402 01   L in 05/003,83220,absent,1
CSC  1402 01 in 04/003,120677,absent,1
CSC  1402 01 in 04/003,144631,absent,1
CSC  1402 01 in 04/003,157495,absent,1
CSC  1402 01 in 04/003,83220,absent,1
CSC  1402 02   L in 05/003,148629,absent,1
CSC  1402 02 in 06/008,142345,absent,1
CSC  1402 02 in 06/008,146064,absent,1
CSC  1402 02 in 06/008,146335,absent,1
CSC  1402 02 in 06/008,146979,absent,1
CSC  1402 02 in 06/008,148629,absent,1
CSC  2302 01 in 08B/108,120132,absent,1
CSC  2302 01 in 08B/108,147154,late,1
CSC  2302 01 in 08B/108,65688,absent,1
CSC  2302 02 in 07/003,144618,absent,1
CSC  2302 02 in 07/003,147086,absent,1
CSC  2302 02 in 07/003,150983,absent,1
CSC  2302 05 in 08B/108,143055,absent,1
CSC  2302 05 in 08B/108,145031,absent,1
CSC  2302 05 in 08B/108,147772,late,1
CSC  2302 06 in 04/004,146965,absent,1
CSC  2302 06 in 04/004,148811,late,1
CSC  2302 06 in 04/004,152527,absent,1
CSC  2302 06 in 04/004,90402,absent,1
CSC  2302 08 in 04/105,122373,absent,1
CSC  2302 08 in 04/105,147339,absent,1
CSC  2302 08 in 04/105,149047,absent,1
CSC  2302 09 in 04/104,117348,absent,1
CSC  2302 09 in 04/104,122819,absent,1
CSC  2302 09 in 04/104,136155,absent,1
CSC  2302 09 in 04/104,142636,late,1
CSC  2302 09 in 04/104,146909,absent,1
CSC  2302 09 in 04/104,148580,late,1
CSC  2302 09 in 04/104,148723,absent,1
CSC  2302 09 in 04/104,149494,absent,1
CSC  2302 09 in 04/104,155492,late,1
CSC  2302 09 in 04/104,155744,late,1
CSC  2302 09 in 04/104,87653,absent,1
CSC  2305 01 in 04/106,100246,absent,1
CSC  2305 01 in 04/106,102469,absent,1
CSC  2305 01 in 04/106,103078,absent,1
CSC  2305 01 in 04/106,111275,absent,1
CSC  2305 01 in 04/106,111670,absent,1
CSC  2305 01 in 04/106,116752,absent,1
CSC  2305 01 in 04/106,119062,absent,1
CSC  2305 01 in 04/106,138951,absent,1
CSC  2305 01 in 04/106,87764,absent,1
CSC  2305 01 in 04/106,96840,absent,1
CSC  2305 01 in 04/106,97132,absent,1
CSC  2305 01 in 09/104,120888,late,1
CSC  2305 01 in 09/104,123628,absent,1
CSC  2305 03 in 04/104,109328,absent,1
CSC  2305 03 in 04/104,113696,absent,1
CSC  2305 03 in 04/104,114461,absent,1
CSC  2305 03 in 04/104,120506,absent,1
CSC  2305 03 in 04/104,124013,absent,1
CSC  2305 03 in 04/104,81366,absent,1
CSC  2305 03 in 04/104,83892,late,1
CSC  2305 03 in 04/104,84422,late,1
CSC  2305 03 in 04/104,99758,absent,1
CSC  2306 01 in 11/101,101429,absent,1
CSC  2306 01 in 11/101,103078,absent,1
CSC  2306 01 in 11/101,116629,absent,1
CSC  2306 01 in 11/101,117101,absent,1
CSC  2306 01 in 11/101,118801,absent,1
CSC  2306 01 in 11/101,119799,absent,1
CSC  2306 01 in 11/101,122826,absent,1
CSC  2306 01 in 11/101,124275,absent,1
CSC  2306 01 in 11/101,137472,absent,1
CSC  2306 01 in 11/101,137611,absent,1
CSC  2306 01 in 11/101,138571,absent,1
CSC  2306 01 in 11/101,138857,absent,1
CSC  2306 01 in 11/101,143123,absent,1
CSC  2306 01 in 11/101,144159,absent,1
CSC  2306 01 in 11/101,144637,absent,1
CSC  2306 01 in 11/101,85174,absent,1
CSC  2306 01 in 11/101,86965,absent,1
CSC  2306 01 in 11/101,89479,absent,1
CSC  2306 01 in 11/101,97404,absent,1
CSC  2306 06 in 11/003,119020,absent,1
CSC  2306 06 in 11/003,136965,absent,1
CSC  2306 06 in 11/003,142598,absent,1
CSC  2309 01 in 04/007,135593,absent,1
CSC  2309 01 in 04/007,146487,absent,1
CSC  2309 01 in 04/007,77650,absent,1
CSC  2309 01 in 04/007,81087,absent,1
CSC  2309 02 in 04/007,113494,absent,1
CSC  2309 02 in 04/007,136011,absent,1
CSC  2309 02 in 04/007,144586,absent,1
CSC  2309 02 in 04/007,150207,absent,1
CSC  2309 02 in 04/007,155025,absent,1
CSC  3315 01 in 04/105,101788,absent,1
CSC  3315 01 in 04/105,111797,absent,1
CSC  3315 01 in 04/105,99876,absent,1
CSC  3315 02 in 04/104,80181,absent,1
CSC  3315 03 in 04/105,100246,absent,1
CSC  3315 03 in 04/105,103111,absent,1
CSC  3315 03 in 04/105,103184,absent,1
CSC  3315 03 in 04/105,118436,absent,1
CSC  3315 03 in 04/105,140818,absent,1
CSC  3315 03 in 04/105,88793,absent,1
CSC  3323 02 in 08B/106,100485,late,1
CSC  3323 02 in 08B/106,101139,absent,1
CSC  3323 02 in 08B/106,102720,late,1
CSC  3323 02 in 08B/106,102808,absent,1
CSC  3323 02 in 08B/106,103080,late,1
CSC  3323 02 in 08B/106,105803,late,1
CSC  3323 02 in 08B/106,117873,absent,1
CSC  3323 02 in 08B/106,119490,late,1
CSC  3323 02 in 08B/106,119574,absent,1
CSC  3323 02 in 08B/106,140818,absent,1
CSC  3324 01 in 06/106,103184,absent,1
CSC  3324 01 in 06/106,118436,absent,1
CSC  3324 01 in 06/106,120379,absent,1
CSC  3324 04 in 04/104,101317,absent,1
CSC  3324 04 in 04/104,118227,absent,1
CSC  3326 03 in 04/001,100485,absent,1
CSC  3326 03 in 04/001,101043,absent,1
CSC  3326 03 in 04/001,101139,absent,1
CSC  3326 03 in 04/001,101285,absent,1
CSC  3326 03 in 04/001,101287,absent,1
CSC  3326 03 in 04/001,101369,absent,1
CSC  3326 03 in 04/001,102197,absent,1
CSC  3326 03 in 04/001,108515,absent,1
CSC  3326 03 in 04/001,112395,absent,1
CSC  3326 03 in 04/001,120102,absent,1
CSC  3326 03 in 04/001,121949,absent,1
CSC  3326 03 in 04/001,122105,absent,1
CSC  3326 03 in 04/001,123902,absent,1
CSC  3326 03 in 04/001,140818,absent,1
CSC  3326 03 in 04/001,141648,absent,1
CSC  3326 03 in 04/001,142909,absent,1
CSC  3326 03 in 04/001,86965,absent,1
CSC  3326 03 in 04/001,87027,absent,1
CSC  3326 03 in 04/001,88793,absent,1
CSC  3326 03 in 04/001,97271,absent,1
CSC  3326 04 in 04/104,100246,absent,1
CSC  3326 04 in 04/104,119756,absent,1
CSC  3326 05 in 04/001,108320,absent,1
CSC  3326 05 in 04/001,99876,absent,1
CSC  3331 01 in OFFF/ONLIN,85317,absent,1
CSC  3331 01 in OFFF/ONLIN,85845,absent,1
CSC  3331 01 in OFFF/ONLIN,89447,absent,1
CSC  3351 01 in 04/004,101112,absent,1
CSC  3351 01 in 04/004,84606,late,1
CSC  3351 02 in 04/106,102128,absent,1
CSC  3351 02 in 04/106,105842,absent,1
CSC  3351 02 in 04/106,85778,absent,1
CSC  3371 01 in 07/107,82212,absent,1
CSC  3371 01 in 07/107,95568,absent,1
CSC  3371 03 in 04/104,101422,absent,1
CSC  3371 03 in 04/104,112143,absent,1
CSC  3371 03 in 04/104,118680,absent,1
CSC  3371 03 in 04/104,84098,absent,1
CSC  3371 03 in 04/104,84221,absent,1
CSC  3371 03 in 04/104,84862,absent,1
CSC  3371 03 in 04/104,87667,absent,1
CSC  3371 03 in 04/104,91329,absent,1
CSC  3371 03 in 04/104,96706,absent,1
CSC  3371 03 in 04/104,99482,absent,1
CSC  3371 03 in 04/104,99863,absent,1
CSC  4301 02 in 08B/108,101112,absent,1
CSC  4301 02 in 08B/108,84451,absent,1
CSC  4307 02 in 04/108,113363,absent,1
CSC  4307 02 in 04/108,85161,absent,1
CSC  4307 02 in 04/108,89340,absent,1
CSC  4307 02 in 04/108,92805,absent,1
CSC  4307 02 in 04/108,98646,absent,1
CSC  4307 03 in 04/102,100535,absent,1
CSC  4307 03 in 04/102,118917,absent,1
CSC  4307 03 in 04/102,84764,late,1
CSC  4307 03 in 04/102,89447,absent,1
CSC  4307 03 in 04/102,91044,absent,1
CSC  4307 03 in 04/102,92201,absent,1
CSC  4308 01 in 08B/106,94519,late,1
CSC  4308 02 in 04/007,85936,absent,1
CSC  4308 02 in 04/007,98698,absent,1
CSC  5345 01 in 10/105,80381,absent,1
CSC  5354 01 in 08/014,80381,absent,1
CSC  5382 01 in 08B/002,80561,absent,1
ECO  1300 02 in 04/003,121059,absent,1
ECO  1300 02 in 04/003,121792,absent,1
ECO  1300 02 in 04/003,125008,absent,1
ECO  1300 02 in 04/003,135527,absent,1
ECO  1300 02 in 04/003,97271,absent,1
ECO  2301 01 in 04/108,122013,absent,1
ECO  2301 01 in 04/108,124199,absent,1
ECO  2301 01 in 04/108,142044,absent,1
ECO  2301 01 in 04/108,143069,absent,1
ECO  2301 01 in 04/108,148563,late,1
ECO  2301 01 in 04/108,154407,absent,1
ECO  2301 02 in 04/007,123338,absent,1
ECO  2301 02 in 04/007,148809,absent,1
ECO  2301 02 in 04/007,154647,absent,1
ECO  2301 02 in 07/003,151255,absent,1
ECO  2301 02 in 07/003,151922,absent,1
ECO  2301 02 in 07/003,92160,absent,1
ECO  2301 03 in 04/007,118737,absent,1
ECO  2301 03 in 04/007,120231,late,1
ECO  2301 03 in 04/007,120962,absent,1
ECO  2301 03 in 04/007,135514,absent,1
ECO  2301 03 in 04/007,144900,absent,1
ECO  2301 03 in 04/007,151075,late,1
ECO  2301 03 in 04/007,154281,late,1
ECO  2301 03 in 08B/108,116114,absent,1
ECO  2301 03 in 08B/108,144658,absent,1
ECO  2301 03 in 08B/108,148275,absent,1
ECO  2301 04 in 04/002,114432,absent,1
ECO  2301 04 in 04/002,125217,absent,1
ECO  2301 04 in 04/002,152242,absent,1
ECO  2301 04 in 04/002,156580,absent,1
ECO  2301 05 in 07/003,122730,absent,1
ECO  2301 05 in 07/003,144658,absent,1
ECO  2301 05 in 07/003,145602,absent,1
ECO  2301 05 in 07/003,145643,absent,1
ECO  2301 05 in 07/003,148036,absent,1
ECO  2301 05 in 07/003,148151,absent,1
ECO  2301 05 in 07/003,149833,absent,1
ECO  2301 05 in 07/003,155996,absent,1
ECO  2301 05 in 07/003,99422,absent,1
ECO  2301 06 in 04/102,110229,absent,1
ECO  2301 06 in 04/102,119536,absent,1
ECO  2301 06 in 04/102,143136,absent,1
ECO  2301 06 in 04/102,145737,absent,1
ECO  2301 06 in 04/102,145879,absent,1
ECO  2301 06 in 04/102,147429,absent,1
ECO  2302 01 in 04/104,100765,absent,1
ECO  2302 01 in 04/104,115744,absent,1
ECO  2302 01 in 04/104,117669,absent,1
ECO  2302 01 in 04/104,120664,absent,1
ECO  2302 01 in 04/104,121647,absent,1
ECO  2302 01 in 04/104,121929,absent,1
ECO  2302 01 in 04/104,130820,absent,1
ECO  2302 01 in 04/104,142639,absent,1
ECO  2302 01 in 04/104,143798,absent,1
ECO  2302 02 in 08B/108,105610,absent,1
ECO  2302 02 in 08B/108,117940,absent,1
ECO  2302 02 in 08B/108,118192,absent,1
ECO  2302 02 in 08B/108,119942,absent,1
ECO  2302 02 in 08B/108,120793,absent,1
ECO  2302 02 in 08B/108,120999,absent,1
ECO  2302 02 in 08B/108,121452,absent,1
ECO  2302 02 in 08B/108,122235,absent,1
ECO  2302 02 in 08B/108,123847,absent,1
ECO  2302 02 in 08B/108,125207,absent,1
ECO  2302 02 in 08B/108,137550,absent,1
ECO  2302 02 in 08B/108,138883,absent,1
ECO  2302 02 in 08B/108,141832,absent,1
ECO  2302 02 in 08B/108,143465,absent,1
ECO  2302 02 in 08B/108,143939,absent,1
ECO  2302 02 in 08B/108,84968,absent,1
ECO  2302 03 in 04/004,120061,absent,1
ECO  2302 03 in 04/004,124927,absent,1
ECO  2302 03 in 04/004,142211,absent,1
ECO  2302 05 in 04/001,100967,absent,1
ECO  2302 05 in 04/001,117307,absent,1
ECO  2302 05 in 04/001,117634,absent,1
ECO  2302 05 in 04/001,119781,absent,1
ECO  2302 05 in 04/001,123724,absent,1
ECO  2302 05 in 04/001,123764,absent,1
ECO  2302 05 in 04/001,144120,absent,1
EGR  2201 02 in 07/107,99387,absent,1
EGR  2210 01 in 11/101,101519,absent,1
EGR  2210 01 in 11/101,114871,absent,1
EGR  2210 01 in 11/101,117688,absent,1
EGR  2210 01 in 11/101,125007,absent,1
EGR  2210 01 in 11/101,140815,absent,1
EGR  2210 01 in 11/101,85305,absent,1
EGR  2210 01 in 11/101,85868,absent,1
EGR  2210 01 in 11/101,99759,absent,1
EGR  2301 01 in 04/003,140815,absent,1
EGR  2302 03 in 08B/004,105577,absent,1
EGR  2302 03 in 08B/004,116752,absent,1
EGR  2302 04 in 08B/103,124743,absent,1
EGR  2302 04 in 08B/103,138123,absent,1
EGR  2302 04 in 08B/103,138857,absent,1
EGR  2302 04 in 08B/103,145804,absent,1
EGR  2302 04 in 08B/103,85807,absent,1
EGR  2302 05 in 04/105,119358,absent,1
EGR  2302 05 in 04/105,120198,absent,1
EGR  2302 05 in 04/105,121223,absent,1
EGR  2302 05 in 04/105,121321,late,1
EGR  2302 05 in 04/105,125129,late,1
EGR  2302 05 in 04/105,125634,absent,1
EGR  2302 05 in 04/105,143543,late,1
EGR  2302 05 in 04/105,87653,absent,1
EGR  2302 05 in 04/105,95030,absent,1
EGR  2302 07 in 04/104,120748,absent,1
EGR  2302 07 in 04/104,120888,late,1
EGR  2302 07 in 04/104,124013,late,1
EGR  2302 07 in 04/104,136965,absent,1
EGR  2302 07 in 04/104,140895,absent,1
EGR  2302 07 in 04/104,142636,absent,1
EGR  2302 07 in 04/104,143296,absent,1
EGR  2302 07 in 04/104,88948,absent,1
EGR  2302 07 in 04/104,97990,absent,1
EGR  2302 08 in 04/004,119747,absent,1
EGR  2302 08 in 04/004,120102,late,1
EGR  2302 08 in 04/004,125055,absent,1
EGR  2302 08 in 04/004,139844,absent,1
EGR  2311 01 in 06/106,103118,absent,1
EGR  2311 01 in 06/106,115195,absent,1
EGR  2402 01   L in 09/EGR,84748,absent,1
EGR  2402 01   L in 09/EGR,95436,absent,1
EGR  2402 01 in 04/104,65688,absent,1
EGR  2402 01 in 04/104,84617,absent,1
EGR  2402 01 in 04/104,84748,absent,1
EGR  2402 01 in 04/104,95436,absent,1
EGR  2402 01 in 04/104,96761,absent,1
EGR  2402 01 in 04/104,98325,absent,1
EGR  2402 01 in 04/104,99657,absent,1
EGR  2402 01 in 10/105,101519,absent,1
EGR  2402 01 in 10/105,112669,absent,1
EGR  2402 01 in 10/105,121340,absent,1
EGR  2402 01 in 10/105,140895,absent,1
EGR  2402 01 in 10/105,98003,absent,1
EGR  2402 01 in 10/105,99759,absent,1
EGR  2402 02   L in 09/EGR,101751,late,1
EGR  2402 02   L in 09/EGR,102679,late,1
EGR  2402 02   L in 09/EGR,107770,late,1
EGR  2402 02   L in 09/EGR,116859,late,1
EGR  2402 02   L in 09/EGR,84617,late,1
EGR  2402 02   L in 09/EGR,96761,late,1
EGR  2402 02   L in 09/EGR,98325,late,1
EGR  3301 01   L,85570,absent,1
EGR  3301 01   L,94638,absent,1
EGR  3301 01   L,97726,late,1
EGR  3301 01 in 08B/217,94638,absent,1
EGR  3301 02   L,94212,absent,1
EGR  3302 01 in 04/106,100914,absent,1
EGR  3304 01 in 04/102,106411,absent,1
EGR  3304 01 in 04/102,79731,absent,1
EGR  3304 01 in 04/102,85363,absent,1
EGR  3304 01 in 04/102,90461,absent,1
EGR  3304 01 in 04/102,91684,absent,1
EGR  3304 01 in 04/102,96761,absent,1
EGR  3304 01 in 04/102,97271,absent,1
EGR  3305 01 in 08B/001,117298,absent,1
EGR  3305 01 in 08B/001,86729,absent,1
EGR  3305 01 in 08B/001,87474,absent,1
EGR  3305 01 in 08B/001,90329,absent,1
EGR  3310 01 in 08B/106,101777,absent,1
EGR  3310 01 in 08B/106,96123,absent,1
EGR  3314 01 in 06/111,84396,absent,1
EGR  3314 01 in 06/111,94469,absent,1
EGR  3314 01 in 06/111,96123,absent,1
EGR  3316 01 in 06/111,114277,absent,1
EGR  3316 01 in 06/111,97862,absent,1
EGR  3319 01 in 10/007,84396,absent,1
EGR  3319 01 in 10/007,94212,absent,1
EGR  3319 01 in 10/007,94469,absent,1
EGR  3319 01 in 10/007,96123,absent,1
EGR  3331 02 in 07/107,107540,absent,1
EGR  3331 02 in 07/107,113826,absent,1
EGR  3331 02 in 07/107,117017,absent,1
EGR  3331 02 in 07/107,117644,absent,1
EGR  3331 02 in 07/107,121340,absent,1
EGR  3331 02 in 07/107,92452,absent,1
EGR  3331 02 in 07/107,94945,absent,1
EGR  3392 01 in 04/002,84214,late,1
EGR  3392 01 in 04/002,84503,late,1
EGR  3392 01 in 04/002,98833,absent,1
EGR  4402 01   L in 04/AUD,77018,absent,1
EGR  4402 01   L in 04/AUD,77045,absent,1
EGR  4402 01   L in 04/AUD,77822,absent,1
EGR  4402 01   L in 04/AUD,79873,absent,1
EGR  4402 01   L in 04/AUD,80067,absent,1
EGR  4402 01   L in 04/AUD,81141,absent,1
EGR  4402 01   L in 04/AUD,81617,absent,1
EGR  4402 01   L in 04/AUD,82008,absent,1
EGR  4402 01   L in 04/AUD,82212,absent,1
EGR  4402 01   L in 04/AUD,83417,absent,1
EGR  4402 01   L in 04/AUD,84098,absent,1
EGR  4402 01   L in 04/AUD,84364,absent,1
EGR  4402 01   L in 04/AUD,84451,absent,1
EGR  4402 01   L in 04/AUD,84530,absent,1
EGR  4402 01   L in 04/AUD,85425,absent,1
EGR  4402 01   L in 04/AUD,85494,absent,1
EGR  4402 01   L in 04/AUD,88022,absent,1
EGR  4402 01   L in 04/AUD,88676,absent,1
EGR  4402 01   L in 04/AUD,89431,absent,1
EGR  4402 01   L in 04/AUD,92340,absent,1
EGR  4402 01   L in 04/AUD,93073,absent,1
EGR  4402 01   L in 04/AUD,94895,absent,1
EGR  4402 01   L in 04/AUD,94986,absent,1
EGR  4402 01   L in 04/AUD,95619,absent,1
ENG  1301 01 in 04/106,140552,absent,1
ENG  1301 01 in 04/106,143016,absent,1
ENG  1301 01 in 04/106,143656,absent,1
ENG  1301 01 in 04/106,147086,absent,1
ENG  1301 05 in 11/101,118397,late,1
ENG  1301 05 in 11/101,144973,late,1
ENG  1301 05 in 11/101,145061,absent,1
ENG  1301 05 in 11/101,145075,late,1
ENG  1301 05 in 11/101,145651,late,1
ENG  1301 05 in 11/101,148885,late,1
ENG  1301 05 in 11/101,149128,late,1
ENG  1301 05 in 11/101,149833,absent,1
ENG  1301 06 in 06/111,145879,absent,1
ENG  1301 06 in 06/111,148618,absent,1
ENG  1301 07 in 08B/001,145119,late,1
ENG  1301 07 in 08B/001,150885,absent,1
ENG  1301 07 in 08B/001,157091,late,1
ENG  1301 10 in 04/102,116045,absent,1
ENG  1301 10 in 04/102,121792,absent,1
ENG  1301 10 in 04/102,146150,absent,1
ENG  1301 12 in 04/007,145892,absent,1
ENG  1301 12 in 04/007,146858,late,1
ENG  1301 12 in 04/007,153500,absent,1
ENG  1301 12 in 04/007,154131,late,1
ENG  1301 12 in 04/007,155219,absent,1
ENG  1301 12 in 04/007,159421,late,1
ENG  1301 13 in 06/106,148195,late,1
ENG  1301 13 in 06/106,149230,late,1
ENG  1301 13 in 06/106,149901,late,1
ENG  1301 13 in 06/106,150856,absent,1
ENG  1301 13 in 06/106,150973,absent,1
ENG  1301 13 in 06/106,156656,late,1
ENG  1301 13 in 06/106,157494,absent,1
ENG  1301 14 in 08/104,117629,absent,1
ENG  1301 14 in 08/104,146175,absent,1
ENG  1301 14 in 08/104,149228,absent,1
ENG  1301 14 in 08/104,149876,absent,1
ENG  1301 14 in 08/104,156056,absent,1
ENG  1301 14 in 08/104,159562,absent,1
ENG  1301 15 in 06/111,102173,absent,1
ENG  1301 15 in 06/111,105610,absent,1
ENG  1301 15 in 06/111,116560,absent,1
ENG  1301 15 in 06/111,148679,absent,1
ENG  1301 16 in 11/101,112755,absent,1
ENG  1301 16 in 11/101,145737,absent,1
ENG  1301 16 in 11/101,157239,absent,1
ENG  1301 17 in 06/106,145283,absent,1
ENG  1301 18 in 04/003,123860,absent,1
ENG  1301 18 in 04/003,145458,absent,1
ENG  1301 18 in 04/003,146050,absent,1
ENG  1301 18 in 04/003,149557,late,1
ENG  1301 19 in 04/002,113185,absent,1
ENG  1301 19 in 04/002,146665,absent,1
ENG  1301 19 in 04/002,151962,absent,1
ENG  1301 19 in 04/002,153112,absent,1
ENG  1301 19 in 04/002,153179,absent,1
ENG  1301 21 in 06/111,118737,absent,1
ENG  1301 21 in 06/111,157667,absent,1
ENG  1301 22 in 08B/001,121599,absent,1
ENG  1301 22 in 08B/001,140128,absent,1
ENG  1301 25 in 04/002,145089,absent,1
ENG  1301 25 in 04/002,145719,absent,1
ENG  1301 25 in 04/002,148513,late,1
ENG  1301 25 in 04/002,150517,absent,1
ENG  1301 27 in 08B/001,115082,absent,1
ENG  1301 27 in 08B/001,118192,absent,1
ENG  1301 27 in 08B/001,141476,absent,1
ENG  1301 27 in 08B/001,142211,absent,1
ENG  1301 28 in 11/105,152330,absent,1
ENG  2301 01 in 04/107,112635,late,1
ENG  2301 02 in 05/003,115483,late,1
ENG  2301 02 in 05/003,121228,absent,1
ENG  2301 02 in 05/003,135646,absent,1
ENG  2301 02 in 05/003,96001,late,1
ENG  2301 02 in 05/003,99802,absent,1
ENG  2301 03 in 06/008,144303,absent,1
ENG  2302 02 in 08B/002,113856,absent,1
ENG  2302 02 in 08B/002,119000,absent,1
ENG  2302 02 in 08B/002,86377,absent,1
ENG  2302 02 in 08B/002,94030,absent,1
ENG  2302 04 in 06/003,103481,absent,1
ENG  2302 04 in 06/003,135527,absent,1
ENG  2302 04 in 06/003,81222,absent,1
ENG  2302 05 in 06/111,123168,absent,1
ENG  2302 05 in 06/111,136475,absent,1
ENG  2302 06 in 04/003,144120,absent,1
ENG  2302 06 in 04/003,86043,absent,1
ENG  2302 07 in 04/108,124317,absent,1
ENG  2302 07 in 04/108,135475,absent,1
ENG  2302 07 in 04/108,142226,absent,1
ENG  2302 07 in 04/108,84141,absent,1
ENG  2302 09 in 08B/217,115751,absent,1
ENG  2302 09 in 08B/217,117380,absent,1
ENG  2302 09 in 08B/217,124787,absent,1
ENG  2302 09 in 08B/217,142020,absent,1
ENG  2302 09 in 08B/217,80273,absent,1
ENG  2302 09 in 08B/217,84455,absent,1
ENG  2303 01 in 08B/217,122215,absent,1
ENG  2303 01 in 08B/217,136011,absent,1
ENG  2303 02 in 11/105,102320,late,1
ENG  2303 02 in 11/105,115874,late,1
ENG  2303 02 in 11/105,119509,absent,1
ENG  2303 02 in 11/105,119756,absent,1
ENG  2303 03 in 08/013,101619,absent,1
ENG  2303 03 in 08/013,102197,absent,1
ENG  2303 03 in 08/013,108575,late,1
ENG  2303 03 in 08/013,124252,late,1
ENG  2303 04 in 11/101,103078,absent,1
ENG  2303 04 in 11/101,111275,absent,1
ENG  2303 04 in 11/101,113398,absent,1
ENG  2303 04 in 11/101,117459,absent,1
ENG  2303 04 in 11/101,121623,absent,1
ENG  2303 04 in 11/101,122770,absent,1
ENG  2303 04 in 11/101,89447,late,1
ENG  2303 05 in 08B/004,108349,absent,1
ENG  2303 05 in 08B/004,118611,absent,1
ENG  2303 05 in 08B/004,118741,absent,1
ENG  2303 05 in 08B/004,121059,absent,1
ENG  2303 05 in 08B/004,135756,absent,1
ENG  2303 05 in 08B/004,140815,absent,1
ENG  2303 06 in 04/007,108515,absent,1
ENG  2303 06 in 04/007,112837,absent,1
ENG  2303 06 in 04/007,137583,absent,1
ENG  2303 07 in 11/101,122242,late,1
ENG  2303 07 in 11/101,140723,absent,1
ENG  2303 07 in 11/101,84606,late,1
ENG  2303 11 in 08/114,109024,absent,1
ENG  2303 11 in 08/114,116752,absent,1
ENG  2320 01 in 06/008,112111,absent,1
ENG  2320 01 in 06/008,140818,absent,1
ENG  2320 01 in 06/008,143477,absent,1
ENG  2320 01 in 06/008,83204,absent,1
ENG  2320 01 in 06/008,89447,absent,1
ENG  2320 02 in 08/101,111894,absent,1
ENG  2320 02 in 08/101,117480,absent,1
ENG  2320 02 in 08/101,147931,late,1
ENG  2320 02 in 08/101,94821,absent,1
ENG  2320 03 in 06/003,117509,absent,1
ENG  2320 03 in 06/003,142792,absent,1
ENG  2320 03 in 06/003,143627,absent,1
ENG  2320 03 in 06/003,84579,absent,1
ENG  2320 03 in 06/003,84826,absent,1
ENG  2320 03 in 06/003,95414,absent,1
ENG  2320 05 in 08/114,101171,late,1
ENG  2320 05 in 08/114,101314,late,1
ENG  2320 05 in 08/114,101772,late,1
ENG  2320 05 in 08/114,121691,late,1
ENG  2320 05 in 08/114,97750,absent,1
ENG  2320 06 in 08/114,115744,absent,1
ENG  2320 06 in 08/114,80546,absent,1
ENG  2320 06 in 08/114,84842,late,1
ENG  2320 06 in 08/114,85249,absent,1
ENG  2320 07 in 06/111,117288,absent,1
FAS  0210 02 in 04/002,147619,late,1
FAS  0210 02 in 04/002,153112,absent,1
FAS  0210 02 in 04/002,159562,absent,1
FAS  0210 04 in 06/111,145879,absent,1
FAS  0210 05 in 08/104,120038,late,1
FAS  0210 07 in 11/105,145804,absent,1
FAS  0210 07 in 11/105,155805,absent,1
FAS  0210 08 in 06/106,145691,absent,1
FAS  0210 08 in 06/106,149230,late,1
FAS  0210 08 in 06/106,154407,absent,1
FAS  0210 09 in 11/101,146226,absent,1
FAS  0210 09 in 11/101,150566,absent,1
FAS  0210 10 in 08/101,145737,absent,1
FAS  0210 10 in 08/101,147086,absent,1
FAS  0210 10 in 08/101,149876,absent,1
FAS  0210 10 in 08/101,157239,absent,1
FAS  0210 11 in 08/013,147828,absent,1
FAS  0210 11 in 08/013,153697,late,1
FAS  0210 11 in 08/013,154157,absent,1
FAS  0210 11 in 08/013,157667,absent,1
FAS  0210 12 in 08/114,124347,absent,1
FAS  0210 12 in 08/114,136093,late,1
FAS  0210 12 in 08/114,145542,absent,1
FAS  0210 13 in 08/114,144256,late,1
FAS  0210 13 in 08/114,156555,absent,1
FAS  0210 13 in 08/114,157414,absent,1
FAS  0210 14 in 08B/217,148679,absent,1
FAS  0210 15 in 06/008,146150,absent,1
FAS  0210 15 in 06/008,158061,absent,1
FAS  0210 16 in 11/101,151771,absent,1
FAS  0210 17 in 06/003,148365,absent,1
FAS  0210 17 in 06/003,149887,late,1
FAS  0210 17 in 06/003,151962,absent,1
FAS  0210 17 in 06/003,153151,absent,1
